EmployeeID,Turnover,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,Wages,CompaniesWorked,OverTime,SalaryHike,PerfoRating,StockOption,TotalWorkingYears,TrainingLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
238,No,36,Travel_Frequently,Research & Development,3,2,Medical,4,Male,3,Laboratory Technician,2,Single,2088,4,No,12,3,No,13,3,2,8,7,7,2
239,No,30,Non-Travel,Research & Development,9,3,Medical,3,Male,3,Laboratory Technician,1,Divorced,3072,1,No,11,3,Yes,12,4,3,12,9,6,10
240,No,45,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,3,Sales Executive,1,Divorced,5006,4,Yes,11,3,Yes,9,3,4,5,4,0,3
241,No,56,Travel_Rarely,Research & Development,8,3,Life Sciences,3,Female,3,Research Scientist,1,Divorced,4257,4,Yes,18,3,Yes,19,3,3,2,2,2,2
242,No,33,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,3,Research Scientist,4,Single,2500,0,No,14,3,No,4,2,4,3,1,0,2
243,Yes,19,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Male,2,Laboratory Technician,4,Single,1102,1,No,22,4,No,1,3,2,1,0,1,0
244,No,46,Travel_Rarely,Sales,1,2,Marketing,2,Female,3,Sales Executive,1,Divorced,10453,1,No,25,4,Yes,24,2,3,24,13,15,7
245,No,38,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Female,3,Laboratory Technician,4,Single,2288,1,No,12,3,No,2,3,3,2,2,2,1
246,No,31,Travel_Rarely,Research & Development,12,1,Medical,3,Female,3,Research Scientist,4,Married,3929,8,Yes,23,4,Yes,7,0,3,4,2,0,2
247,No,34,Travel_Rarely,Research & Development,27,2,Medical,4,Female,3,Research Scientist,2,Single,2311,2,No,15,3,No,9,3,3,3,2,1,2
248,Yes,41,Travel_Rarely,Sales,20,2,Marketing,2,Female,3,Sales Representative,2,Single,3140,1,Yes,22,4,No,4,5,2,4,3,0,2
249,No,50,Travel_Rarely,Research & Development,1,3,Medical,3,Male,2,Laboratory Technician,3,Married,3690,2,No,15,3,Yes,5,2,2,3,2,0,2
250,No,53,Travel_Rarely,Research & Development,13,2,Medical,4,Female,4,Manufacturing Director,1,Divorced,4450,1,No,11,3,Yes,5,3,3,4,2,1,3
252,No,33,Travel_Rarely,Research & Development,14,3,Medical,4,Female,3,Research Scientist,2,Married,2756,1,No,13,3,Yes,8,5,3,8,7,1,6
253,No,40,Travel_Rarely,Research & Development,4,1,Medical,4,Female,3,Manager,3,Married,19033,1,No,14,3,Yes,21,2,3,20,8,9,9
254,No,55,Travel_Rarely,Research & Development,14,4,Medical,3,Male,4,Research Director,2,Single,18722,8,No,11,3,No,36,3,3,24,15,2,15
256,No,34,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,2,Manufacturing Director,3,Married,9547,1,No,17,3,No,10,2,2,10,9,1,9
258,No,51,Travel_Rarely,Research & Development,3,3,Medical,4,Female,3,Healthcare Representative,2,Single,13734,3,No,18,3,No,21,6,3,7,7,1,0
259,No,52,Travel_Rarely,Research & Development,1,4,Life Sciences,3,Male,2,Manager,3,Married,19999,0,No,14,3,Yes,34,5,3,33,18,11,9
260,No,27,Travel_Rarely,Research & Development,9,3,Medical,4,Female,3,Research Scientist,2,Single,2279,1,No,16,3,No,7,2,2,7,7,0,3
261,Yes,35,Travel_Rarely,Research & Development,23,2,Life Sciences,2,Male,2,Manufacturing Director,3,Married,5916,3,Yes,13,3,No,8,1,3,1,0,0,1
262,No,43,Non-Travel,Research & Development,7,3,Medical,4,Male,4,Research Scientist,4,Divorced,2089,4,No,14,3,Yes,7,3,4,5,4,2,2
264,No,45,Non-Travel,Research & Development,2,2,Medical,1,Male,2,Manager,4,Married,16792,9,No,23,4,Yes,22,1,3,20,8,11,8
267,No,37,Travel_Rarely,Research & Development,21,3,Life Sciences,2,Male,4,Research Scientist,1,Married,3564,1,Yes,12,3,Yes,8,3,2,8,7,1,7
269,No,35,Travel_Frequently,Research & Development,2,3,Medical,2,Female,3,Laboratory Technician,2,Single,4425,5,No,11,3,No,10,5,3,6,2,1,2
270,No,42,Non-Travel,Research & Development,21,2,Medical,3,Female,3,Manufacturing Director,3,Divorced,5265,2,No,16,3,Yes,11,5,3,5,3,0,2
271,No,38,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,Manufacturing Director,3,Married,6553,9,No,14,3,No,14,3,3,1,0,0,0
273,No,38,Travel_Rarely,Research & Development,29,3,Technical Degree,4,Male,3,Manufacturing Director,4,Married,6261,3,No,18,3,Yes,9,3,1,7,7,1,7
274,No,27,Travel_Frequently,Research & Development,1,1,Technical Degree,3,Male,2,Manufacturing Director,1,Married,4298,5,No,19,3,Yes,6,1,3,2,2,2,0
275,No,49,Non-Travel,Research & Development,18,4,Life Sciences,4,Male,3,Manufacturing Director,4,Divorced,6804,1,Yes,15,3,Yes,7,0,3,7,7,1,7
277,No,34,Travel_Frequently,Research & Development,10,4,Medical,4,Male,3,Research Scientist,3,Divorced,3815,1,Yes,17,3,Yes,5,4,4,5,3,2,0
281,No,40,Travel_Rarely,Research & Development,19,2,Medical,3,Male,3,Laboratory Technician,4,Married,2741,8,Yes,15,3,Yes,15,2,4,7,2,3,7
282,Yes,38,Travel_Rarely,Research & Development,29,1,Medical,2,Male,3,Healthcare Representative,1,Married,6673,7,Yes,19,3,No,17,2,3,1,0,0,0
283,Yes,29,Travel_Rarely,Sales,27,3,Marketing,2,Female,3,Sales Executive,4,Married,7639,1,No,22,4,Yes,10,3,2,10,4,1,9
284,No,22,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Male,4,Research Scientist,2,Divorced,2328,1,Yes,16,3,Yes,4,2,2,4,2,2,2
286,No,36,Travel_Frequently,Research & Development,18,1,Medical,2,Female,3,Laboratory Technician,4,Single,2153,1,No,13,3,No,8,2,3,8,1,1,7
287,No,40,Non-Travel,Research & Development,9,5,Life Sciences,4,Male,2,Healthcare Representative,4,Married,4876,9,No,14,3,Yes,5,5,1,3,2,0,2
288,No,46,Travel_Rarely,Research & Development,1,4,Medical,4,Male,3,Healthcare Representative,1,Divorced,9396,7,No,16,3,Yes,17,3,3,4,2,0,3
291,Yes,32,Travel_Rarely,Sales,4,4,Medical,4,Male,1,Sales Executive,4,Married,10400,1,No,11,3,No,14,2,2,14,8,9,8
292,No,30,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,2,Manufacturing Director,3,Single,8474,1,No,22,4,No,12,2,3,11,8,5,8
293,No,27,Travel_Frequently,Sales,20,3,Life Sciences,4,Female,3,Sales Executive,3,Single,9981,1,No,14,3,No,7,2,3,7,7,0,7
296,No,51,Travel_Rarely,Research & Development,8,4,Life Sciences,2,Male,2,Research Director,2,Married,12490,5,No,16,3,Yes,16,5,1,10,9,4,7
297,Yes,30,Travel_Rarely,Research & Development,3,3,Technical Degree,4,Female,3,Research Scientist,1,Single,2657,5,Yes,11,3,No,8,5,3,5,2,0,4
298,No,41,Travel_Rarely,Sales,6,3,Life Sciences,4,Female,3,Manager,4,Single,13591,3,Yes,18,3,No,16,3,3,1,0,0,0
299,Yes,30,Travel_Frequently,Sales,26,4,Marketing,3,Female,2,Sales Executive,1,Single,6696,5,No,15,3,No,9,5,2,6,3,0,1
300,Yes,29,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Male,3,Research Scientist,3,Single,2058,0,No,14,3,No,7,1,2,6,2,1,5
302,No,45,Non-Travel,Sales,6,3,Medical,4,Female,2,Sales Executive,4,Single,8865,6,No,12,3,No,23,2,3,19,7,12,8
303,No,54,Travel_Rarely,Sales,3,3,Marketing,4,Female,3,Sales Executive,1,Married,5940,2,No,14,3,Yes,16,4,3,6,2,0,5
304,No,36,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Male,3,Laboratory Technician,2,Single,5914,8,No,16,3,No,16,3,4,13,11,3,7
305,No,33,Travel_Rarely,Research & Development,4,4,Medical,3,Female,2,Research Scientist,2,Married,2622,6,No,21,4,No,7,3,3,3,2,1,1
306,No,37,Travel_Frequently,Research & Development,11,3,Other,2,Male,3,Research Director,4,Divorced,12185,1,Yes,14,3,Yes,10,1,3,10,8,0,7
307,No,38,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,3,Sales Executive,3,Divorced,10609,0,No,12,3,Yes,17,6,2,16,10,5,13
308,No,31,Non-Travel,Research & Development,1,4,Medical,3,Male,1,Manufacturing Director,3,Married,4345,0,No,12,3,Yes,6,2,3,5,4,1,4
309,No,59,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,2,Research Scientist,4,Married,2177,3,No,17,3,Yes,7,6,3,1,0,0,0
311,No,37,Travel_Frequently,Sales,4,4,Marketing,1,Male,3,Sales Representative,4,Divorced,2793,4,No,17,3,Yes,13,2,3,9,8,5,8
312,No,29,Travel_Frequently,Sales,1,1,Medical,2,Female,3,Sales Executive,4,Married,7918,1,No,14,3,Yes,11,5,3,11,10,4,1
314,No,35,Travel_Frequently,Sales,1,3,Marketing,3,Female,3,Sales Executive,3,Single,8789,1,No,14,3,No,10,3,4,10,7,0,8
315,Yes,29,Travel_Rarely,Research & Development,18,1,Medical,3,Male,2,Research Scientist,4,Single,2389,1,Yes,13,3,No,4,3,2,4,3,0,1
316,No,52,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,2,Laboratory Technician,4,Single,3212,7,No,15,3,No,6,3,2,2,2,2,2
319,No,42,Travel_Rarely,Research & Development,4,2,Technical Degree,3,Male,3,Manager,4,Married,19232,1,No,11,3,No,22,3,3,22,17,11,15
321,No,59,Travel_Rarely,Human Resources,6,2,Medical,2,Male,3,Human Resources,3,Married,2267,8,No,17,3,No,7,2,2,2,2,2,2
323,No,50,Travel_Rarely,Sales,1,4,Medical,4,Female,3,Manager,4,Divorced,19517,3,No,11,3,Yes,32,3,2,7,0,0,6
325,Yes,33,Travel_Rarely,Research & Development,14,3,Medical,3,Male,3,Laboratory Technician,4,Married,2436,5,Yes,13,3,Yes,8,2,1,5,4,0,4
327,No,43,Travel_Rarely,Sales,16,3,Marketing,4,Female,3,Manager,4,Married,16064,5,Yes,22,4,Yes,22,3,3,17,13,1,9
328,Yes,33,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Female,3,Laboratory Technician,1,Married,2707,7,No,20,4,No,13,3,4,9,7,1,7
329,No,52,Non-Travel,Sales,2,4,Life Sciences,1,Male,2,Manager,3,Single,19068,1,Yes,18,3,No,33,2,4,33,7,15,12
330,No,32,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,3,Sales Representative,2,Married,3931,2,No,11,3,Yes,6,5,3,4,3,1,2
331,Yes,32,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,2,Laboratory Technician,3,Single,3730,0,Yes,14,3,No,4,2,1,3,2,1,2
332,No,39,Travel_Rarely,Research & Development,1,4,Medical,3,Female,3,Laboratory Technician,3,Divorced,2232,7,No,14,3,Yes,7,1,3,3,2,1,2
333,No,32,Non-Travel,Sales,26,4,Marketing,3,Male,3,Sales Executive,4,Married,4465,0,No,18,3,No,4,2,3,3,2,2,2
334,No,41,Travel_Rarely,Research & Development,19,2,Life Sciences,3,Male,3,Research Scientist,1,Divorced,3072,2,No,16,3,Yes,17,2,2,1,0,0,0
335,No,40,Travel_Rarely,Research & Development,24,2,Technical Degree,1,Male,3,Research Scientist,4,Divorced,3319,1,No,17,3,Yes,9,3,3,9,8,4,7
336,No,45,Travel_Rarely,Research & Development,1,3,Other,3,Male,4,Manager,4,Married,19202,0,No,11,3,Yes,25,2,3,24,0,1,7
337,No,31,Travel_Frequently,Research & Development,3,4,Medical,2,Male,3,Research Director,3,Divorced,13675,9,No,12,3,Yes,9,3,3,2,2,2,2
338,No,33,Travel_Rarely,Research & Development,5,4,Life Sciences,3,Female,2,Research Scientist,4,Married,2911,1,No,13,3,Yes,2,2,2,2,2,0,2
339,No,34,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,2,Manufacturing Director,1,Married,5957,6,No,13,3,Yes,13,3,3,11,9,5,9
340,No,37,Travel_Rarely,Research & Development,1,2,Medical,3,Female,2,Research Scientist,1,Married,3920,2,No,14,3,Yes,17,2,2,3,1,0,2
341,No,45,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,4,Manufacturing Director,3,Married,6434,4,No,17,3,Yes,9,1,3,3,2,0,2
342,Yes,37,Travel_Frequently,Research & Development,10,3,Medical,1,Male,3,Manufacturing Director,3,Divorced,10048,6,No,11,3,Yes,17,5,3,1,0,0,0
343,No,39,Travel_Frequently,Research & Development,2,4,Technical Degree,3,Female,3,Healthcare Representative,3,Single,10938,0,No,25,4,No,20,1,3,19,6,11,8
346,No,29,Travel_Rarely,Research & Development,15,3,Life Sciences,3,Male,3,Research Scientist,4,Single,2340,1,No,19,3,No,6,1,3,6,5,1,5
347,No,42,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,4,Research Scientist,1,Single,6545,3,Yes,13,3,No,10,1,3,3,2,0,2
349,No,29,Travel_Rarely,Sales,20,2,Marketing,4,Male,3,Sales Executive,4,Divorced,6931,2,No,14,3,Yes,10,2,3,3,2,0,2
350,No,25,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,3,Manufacturing Director,3,Married,4898,0,No,12,3,Yes,5,3,3,4,2,1,2
351,No,42,Travel_Rarely,Research & Development,2,3,Medical,4,Female,2,Laboratory Technician,1,Divorced,2593,0,Yes,11,3,Yes,10,4,3,9,6,7,8
352,No,40,Travel_Rarely,Research & Development,2,2,Medical,1,Male,3,Research Director,3,Divorced,19436,0,No,19,3,Yes,22,5,3,21,7,3,9
353,No,51,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,Research Scientist,4,Married,2723,1,No,11,3,No,1,0,2,1,0,0,0
355,Yes,31,Travel_Frequently,Research & Development,29,2,Medical,3,Male,2,Laboratory Technician,2,Single,3479,0,No,11,3,No,6,2,4,5,4,1,4
359,No,32,Travel_Frequently,Research & Development,7,3,Life Sciences,2,Male,4,Laboratory Technician,2,Married,2794,1,No,20,4,No,5,3,1,5,1,0,3
361,No,38,Non-Travel,Sales,2,2,Life Sciences,4,Male,2,Sales Executive,4,Married,5249,3,No,18,3,Yes,13,0,3,8,7,7,5
362,No,32,Travel_Rarely,Research & Development,2,1,Technical Degree,4,Male,2,Laboratory Technician,1,Single,2176,4,No,13,3,No,9,5,3,6,2,0,4
363,No,46,Travel_Rarely,Sales,2,3,Technical Degree,3,Female,1,Manager,2,Married,16872,3,Yes,12,3,Yes,28,2,2,7,7,7,7
364,Yes,28,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,3,Laboratory Technician,3,Single,3485,2,No,11,3,No,5,5,1,0,0,0,0
366,No,29,Travel_Rarely,Sales,2,3,Medical,1,Male,2,Sales Executive,2,Married,6644,2,No,19,3,Yes,10,2,3,0,0,0,0
367,No,31,Travel_Rarely,Research & Development,23,3,Medical,2,Male,2,Healthcare Representative,4,Married,5582,0,No,21,4,Yes,10,2,3,9,0,7,8
369,No,25,Non-Travel,Research & Development,5,2,Life Sciences,2,Male,4,Healthcare Representative,1,Divorced,4000,1,No,12,3,Yes,6,2,3,6,3,1,5
372,No,45,Travel_Rarely,Research & Development,20,2,Medical,3,Male,3,Healthcare Representative,4,Married,13496,0,Yes,14,3,No,21,2,3,20,7,4,10
373,No,36,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,3,Laboratory Technician,4,Married,3210,0,No,11,3,Yes,16,4,3,15,13,10,11
374,No,55,Travel_Rarely,Research & Development,1,3,Medical,4,Male,3,Manager,1,Single,19045,0,Yes,14,3,No,37,2,3,36,10,4,13
376,Yes,47,Non-Travel,Research & Development,29,4,Life Sciences,1,Male,3,Manager,2,Married,11849,1,Yes,12,3,Yes,10,2,2,10,7,9,9
377,No,28,Travel_Rarely,Research & Development,9,3,Medical,4,Male,3,Research Scientist,4,Married,2070,1,No,23,4,Yes,5,3,2,5,2,0,4
378,No,37,Travel_Rarely,Sales,6,4,Medical,3,Male,3,Sales Executive,4,Married,6502,4,No,14,3,Yes,7,5,4,5,4,0,1
379,No,21,Travel_Rarely,Research & Development,3,2,Medical,4,Male,2,Research Scientist,3,Single,3230,1,No,17,3,No,3,4,4,3,2,1,0
380,No,37,Non-Travel,Research & Development,1,4,Medical,1,Female,3,Research Director,4,Divorced,13603,2,Yes,18,3,Yes,15,2,3,5,2,0,2
381,No,35,Travel_Rarely,Research & Development,22,3,Life Sciences,2,Female,4,Manager,2,Divorced,11996,7,No,18,3,Yes,10,6,2,7,7,6,2
382,No,38,Travel_Rarely,Sales,7,2,Medical,1,Female,4,Sales Executive,1,Divorced,5605,1,Yes,24,4,Yes,8,3,3,8,0,7,7
384,No,26,Travel_Frequently,Research & Development,1,3,Life Sciences,3,Female,3,Manufacturing Director,2,Divorced,6397,1,No,20,4,Yes,6,6,1,6,5,1,4
385,No,50,Travel_Rarely,Research & Development,4,1,Life Sciences,1,Male,3,Research Director,2,Divorced,19144,3,No,14,3,Yes,28,4,2,10,4,1,6
386,No,53,Travel_Rarely,Research & Development,3,4,Medical,3,Male,3,Research Director,3,Married,17584,3,Yes,16,3,Yes,21,5,2,5,3,1,3
387,No,42,Travel_Rarely,Sales,1,1,Life Sciences,2,Male,3,Sales Executive,3,Married,4907,1,No,25,4,No,20,3,3,20,16,11,6
388,No,29,Travel_Frequently,Sales,2,2,Life Sciences,2,Male,3,Sales Executive,4,Single,4554,1,No,18,3,No,10,3,2,10,7,0,9
389,No,55,Travel_Rarely,Research & Development,20,2,Technical Degree,2,Male,3,Laboratory Technician,4,Married,5415,3,Yes,19,3,Yes,12,4,3,10,7,0,8
390,No,26,Travel_Frequently,Research & Development,11,2,Medical,1,Male,3,Healthcare Representative,1,Married,4741,1,Yes,13,3,Yes,5,3,3,5,3,3,3
391,No,37,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,3,Research Scientist,4,Single,2115,1,No,12,3,No,17,3,3,17,12,5,7
392,Yes,44,Travel_Frequently,Research & Development,24,3,Life Sciences,4,Male,3,Laboratory Technician,3,Divorced,3161,3,Yes,22,4,Yes,19,0,1,1,0,0,0
393,No,38,Travel_Rarely,Research & Development,23,4,Life Sciences,4,Male,3,Healthcare Representative,4,Divorced,5745,9,No,14,3,Yes,10,2,3,2,2,1,2
394,Yes,26,Travel_Rarely,Research & Development,16,4,Medical,1,Male,3,Laboratory Technician,2,Divorced,2373,2,Yes,13,3,Yes,5,2,3,3,2,0,2
395,No,28,Travel_Rarely,Research & Development,8,2,Life Sciences,4,Female,3,Research Scientist,4,Single,3310,1,No,21,4,No,5,3,3,5,3,0,2
396,No,49,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,3,Research Director,1,Single,18665,9,Yes,11,3,No,22,4,3,3,2,1,2
397,No,36,Travel_Rarely,Research & Development,3,3,Technical Degree,3,Male,3,Research Scientist,2,Single,4485,4,No,12,3,No,10,2,3,8,0,7,7
399,No,31,Travel_Frequently,Sales,5,3,Marketing,4,Female,3,Sales Representative,2,Divorced,2789,1,No,11,3,Yes,2,5,2,2,2,2,2
401,Yes,26,Travel_Rarely,Sales,4,4,Marketing,4,Male,2,Sales Executive,4,Single,5828,1,Yes,12,3,No,8,0,3,8,7,7,4
403,No,37,Travel_Frequently,Research & Development,9,3,Medical,2,Male,3,Research Scientist,4,Married,2326,1,Yes,12,3,Yes,4,3,2,4,2,1,2
404,No,42,Travel_Frequently,Sales,26,3,Marketing,3,Female,3,Sales Executive,2,Married,13525,5,No,14,3,Yes,23,2,4,20,4,4,8
405,Yes,18,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,3,Laboratory Technician,3,Single,1420,1,No,13,3,No,0,2,3,0,0,0,0
406,No,35,Travel_Rarely,Sales,16,3,Marketing,3,Male,3,Sales Executive,2,Married,8020,0,No,15,3,Yes,12,3,2,11,9,6,9
407,No,36,Travel_Frequently,Research & Development,18,4,Life Sciences,3,Male,4,Laboratory Technician,4,Married,3688,4,No,18,3,Yes,4,2,3,1,0,0,0
408,No,51,Travel_Rarely,Research & Development,2,3,Medical,4,Male,1,Manufacturing Director,2,Divorced,5482,5,No,18,3,Yes,13,3,3,4,1,1,2
410,No,41,Travel_Rarely,Sales,2,4,Life Sciences,4,Male,3,Manager,2,Single,16015,1,No,19,3,No,22,2,3,22,10,0,4
411,No,18,Travel_Rarely,Sales,10,3,Medical,4,Female,2,Sales Representative,3,Single,1200,1,No,12,3,No,0,2,3,0,0,0,0
412,No,28,Travel_Rarely,Research & Development,16,2,Medical,2,Male,4,Healthcare Representative,1,Single,5661,0,No,19,3,No,9,2,3,8,3,0,7
416,No,31,Travel_Rarely,Sales,7,3,Technical Degree,2,Male,4,Sales Executive,4,Married,6929,4,No,11,3,Yes,10,3,2,8,7,7,7
417,No,39,Travel_Rarely,Research & Development,1,3,Medical,3,Male,4,Healthcare Representative,4,Divorced,9613,0,No,17,3,Yes,19,5,2,18,10,3,7
419,No,36,Non-Travel,Research & Development,24,4,Life Sciences,2,Female,3,Laboratory Technician,2,Married,5674,7,No,15,3,Yes,11,3,3,9,8,0,8
420,No,32,Travel_Rarely,Sales,7,3,Life Sciences,4,Male,2,Sales Executive,3,Married,5484,1,No,14,3,Yes,13,3,2,13,8,4,8
421,No,38,Travel_Rarely,Research & Development,25,2,Life Sciences,1,Female,2,Research Director,2,Married,12061,3,No,17,3,Yes,19,2,3,10,8,0,1
422,No,58,Non-Travel,Research & Development,1,4,Life Sciences,4,Male,1,Healthcare Representative,3,Divorced,5660,2,Yes,13,3,Yes,12,2,3,5,3,1,2
423,No,31,Travel_Rarely,Research & Development,5,4,Technical Degree,3,Male,3,Research Scientist,4,Married,4821,0,Yes,12,3,Yes,6,4,3,5,2,0,3
424,No,31,Travel_Rarely,Human Resources,2,3,Human Resources,1,Male,2,Human Resources,1,Married,6410,3,No,12,3,No,9,1,3,2,2,1,0
425,No,45,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,3,Laboratory Technician,1,Divorced,5210,1,No,18,3,Yes,24,2,3,24,9,9,11
426,No,31,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Male,3,Research Scientist,4,Divorced,2695,0,Yes,18,3,Yes,3,2,1,2,2,2,2
428,No,33,Travel_Frequently,Research & Development,5,4,Life Sciences,4,Female,3,Manager,2,Married,11878,6,No,11,3,Yes,12,2,3,10,6,8,8
429,No,39,Travel_Rarely,Research & Development,10,1,Medical,3,Male,3,Manager,1,Married,17068,1,Yes,14,3,No,21,3,3,21,9,11,10
430,No,43,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,3,Laboratory Technician,4,Single,2455,0,No,19,3,No,9,5,3,8,7,1,7
431,No,49,Travel_Rarely,Research & Development,1,2,Technical Degree,3,Female,2,Healthcare Representative,3,Single,13964,7,Yes,12,3,No,25,2,3,7,1,0,7
433,Yes,52,Travel_Rarely,Research & Development,8,4,Medical,3,Male,2,Research Scientist,2,Married,4941,2,No,15,3,No,11,3,2,8,2,7,7
434,No,27,Travel_Rarely,Research & Development,5,3,Life Sciences,3,Female,3,Research Scientist,2,Single,2478,1,Yes,12,3,No,4,2,2,4,3,1,2
436,No,32,Travel_Rarely,Sales,8,2,Technical Degree,3,Female,2,Sales Executive,2,Married,5228,1,Yes,11,3,No,13,2,3,13,12,11,9
437,No,27,Travel_Rarely,Sales,2,3,Life Sciences,4,Male,3,Sales Executive,3,Single,4478,1,Yes,11,3,No,5,3,3,5,4,0,4
438,No,31,Travel_Rarely,Sales,7,3,Marketing,4,Male,3,Sales Executive,4,Divorced,7547,4,No,12,3,Yes,13,3,3,7,7,1,7
439,No,32,Travel_Rarely,Research & Development,2,4,Medical,1,Female,4,Research Scientist,4,Single,5055,7,No,16,3,No,10,0,2,7,7,0,7
440,Yes,28,Travel_Rarely,Research & Development,2,4,Medical,1,Male,1,Research Scientist,4,Married,3464,5,Yes,13,3,No,5,4,2,3,2,2,2
441,No,30,Travel_Rarely,Research & Development,28,2,Medical,4,Female,3,Research Scientist,4,Married,5775,1,No,13,3,Yes,11,2,3,10,8,1,9
442,No,31,Travel_Frequently,Research & Development,7,2,Life Sciences,3,Female,2,Manufacturing Director,3,Married,8943,1,No,24,4,Yes,10,2,3,10,9,8,9
444,No,39,Travel_Frequently,Research & Development,7,2,Medical,3,Male,2,Manager,4,Married,19272,1,No,15,3,Yes,21,2,3,21,9,13,3
445,Yes,39,Travel_Rarely,Sales,3,2,Medical,4,Female,3,Sales Executive,3,Married,5238,4,Yes,18,3,No,12,3,2,1,0,0,0
446,No,33,Travel_Frequently,Sales,10,3,Marketing,2,Male,2,Sales Executive,4,Single,4682,3,No,14,3,No,9,6,2,7,7,0,1
447,No,47,Travel_Rarely,Research & Development,5,5,Life Sciences,4,Male,3,Research Director,3,Married,18300,4,No,11,3,Yes,21,2,3,3,2,1,1
448,No,43,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,2,Laboratory Technician,3,Divorced,5257,1,No,11,3,Yes,9,3,4,9,7,0,0
449,No,27,Non-Travel,Sales,1,1,Marketing,3,Male,3,Sales Executive,2,Married,6349,0,Yes,13,3,Yes,6,0,3,5,4,1,4
450,No,54,Travel_Frequently,Research & Development,20,4,Life Sciences,4,Female,3,Research Scientist,3,Single,4869,3,No,12,3,No,20,4,2,4,3,0,3
451,No,43,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Female,3,Healthcare Representative,1,Married,9985,8,No,16,3,Yes,10,1,2,1,0,0,0
452,No,45,Travel_Rarely,Research & Development,8,4,Other,4,Male,3,Research Scientist,4,Married,3697,9,No,14,3,Yes,12,3,3,10,9,9,8
453,No,40,Travel_Rarely,Sales,1,2,Medical,2,Male,1,Sales Executive,4,Married,7457,2,Yes,22,4,Yes,6,2,2,4,3,0,2
454,Yes,29,Travel_Rarely,Research & Development,8,4,Other,2,Male,1,Laboratory Technician,1,Married,2119,1,Yes,11,3,No,7,4,2,7,7,0,7
455,No,29,Travel_Rarely,Research & Development,9,5,Other,2,Male,2,Laboratory Technician,4,Single,3983,0,No,17,3,No,4,2,3,3,2,2,2
456,No,30,Travel_Rarely,Sales,5,3,Marketing,4,Female,2,Sales Executive,3,Divorced,6118,1,No,13,3,Yes,10,2,3,10,9,1,2
458,No,27,Travel_Rarely,Sales,8,4,Marketing,2,Female,3,Sales Executive,2,Married,6214,1,No,18,3,Yes,8,3,3,8,7,0,7
460,No,37,Travel_Rarely,Research & Development,5,2,Medical,4,Male,3,Manufacturing Director,4,Divorced,6347,7,No,16,3,Yes,8,2,2,6,2,0,4
